order_id,client_id,measurement_id,artisan_id,garment_type,fabric_type,order_complexity_score,order_status,order_date,delivery_date,delivery_days,delivered_on_time,client_age,client_location,client_gender,chest_cm,waist_cm,hip_cm,shoulder_cm,arm_length_cm,inseam_cm,recorded_at,artisan_location,years_experience,average_rating,specialty
244,223,439,31,Shirt,Ankara,2.53,Pending,2025-05-19 06:40:38.520137,2025-06-09 06:40:38.520137,21,0,30,Ibadan,Female,119.69,72.97,91.74,51.33,70.49,73.72,2026-01-25 06:40:38.400997,Port Harcourt,15,3.75,Womenswear
245,33,64,25,Dress,Ankara,1.59,In Progress,2025-03-17 06:40:38.520555,2025-03-24 06:40:38.520555,7,1,35,Port Harcourt,Male,110.78,84.45,120.83,48.77,53.21,94.3,2025-09-19 06:40:38.393404,Abuja,16,4.54,Kidswear
246,233,455,16,Shirt,Wool,1.62,In Progress,2026-01-07 06:40:38.520944,2026-01-28 06:40:38.520944,21,0,31,Port Harcourt,Male,107.96,106.51,85.5,51.54,74.13,70.08,2025-11-06 06:40:38.401357,Port Harcourt,12,3.65,Womenswear
247,195,379,50,Kaftan,Wool,3.49,Pending,2025-10-16 06:40:38.521384,2025-11-02 06:40:38.521384,17,0,30,Ibadan,Male,104.95,98.95,101.34,36.9,71.31,74.85,2025-09-12 06:40:38.399790,Abuja,19,4.76,Kidswear
248,115,226,2,Agbada,Ankara,4.67,In Progress,2026-01-13 06:40:38.521781,2026-02-02 06:40:38.521781,20,0,25,Lagos,Male,111.74,90.08,100.45,41.66,68.45,74.74,2023-12-16 06:40:38.396695,Lagos,13,3.91,Kidswear
249,25,48,84,Shirt,Wool,1.6,Pending,2025-09-23 06:40:38.522163,2025-09-27 06:40:38.522163,4,1,28,Port Harcourt,Female,104.08,100.14,95.55,44.17,53.89,71.39,2024-10-15 06:40:38.393121,Port Harcourt,8,4.25,Menswear
250,178,345,68,Suit,Wool,1.21,In Progress,2025-06-26 06:40:38.522657,2025-07-12 06:40:38.522657,16,0,24,Lagos,Female,95.21,84.98,101.02,48.57,60.79,67.16,2025-02-03 06:40:38.398950,Kano,2,4.59,Menswear
251,178,346,7,Shirt,Wool,3.78,Completed,2025-04-29 06:40:38.523066,2025-05-18 06:40:38.523066,19,0,24,Lagos,Female,91.42,84.25,100.05,39.86,63.69,67.21,2025-02-11 06:40:38.398966,Abuja,7,4.4,Menswear
252,250,494,116,Dress,Silk,4.55,Pending,2025-09-19 06:40:38.523500,2025-09-23 06:40:38.523500,4,1,34,Port Harcourt,Female,105.5,103.62,125.0,38.68,66.0,78.87,2024-10-18 06:40:38.402130,Kano,1,4.81,Corporate
253,212,418,73,Shirt,Cotton,4.93,In Progress,2025-11-13 06:40:38.523900,2025-11-23 06:40:38.523900,10,1,25,Lagos,Female,114.02,84.03,97.18,43.2,62.55,70.31,2025-01-10 06:40:38.400595,Port Harcourt,5,4.73,Kidswear
254,185,357,39,Shirt,Linen,3.06,Completed,2025-05-05 06:40:38.524307,2025-05-22 06:40:38.524307,17,0,32,Abuja,Female,94.68,76.21,95.74,43.44,52.75,89.52,2023-08-13 06:40:38.399381,Abuja,3,3.67,Corporate
255,25,48,76,Agbada,Silk,4.2,In Progress,2026-01-22 06:40:38.524776,2026-01-28 06:40:38.524776,6,1,28,Port Harcourt,Female,104.08,100.14,95.55,44.17,53.89,71.39,2024-10-15 06:40:38.393121,Abuja,10,4.99,Corporate
256,152,299,41,Dress,Silk,4.85,Completed,2025-07-23 06:40:38.529290,2025-08-06 06:40:38.529290,14,1,30,Kano,Male,104.31,86.51,91.07,50.67,51.46,93.83,2023-11-25 06:40:38.398102,Port Harcourt,17,4.84,Menswear
257,299,595,113,Agbada,Cotton,3.4,In Progress,2026-01-18 06:40:38.529722,2026-01-25 06:40:38.529722,7,1,54,Port Harcourt,Male,116.15,67.94,83.22,42.24,56.29,76.91,2025-06-20 06:40:38.404083,Abuja,18,4.05,Womenswear
258,57,110,9,Shirt,Silk,4.29,Pending,2026-01-07 06:40:38.530165,2026-01-13 06:40:38.530165,6,1,21,Abuja,Male,119.67,83.49,117.34,47.48,51.92,89.55,2025-12-21 06:40:38.394429,Lagos,5,3.63,Bridal
259,63,122,43,Shirt,Linen,1.76,Pending,2025-09-12 06:40:38.530580,2025-09-29 06:40:38.530580,17,0,44,Lagos,Male,117.37,72.67,81.34,39.28,66.54,69.82,2024-10-12 06:40:38.394660,Port Harcourt,9,4.64,Kidswear
260,196,382,102,Kaftan,Ankara,4.78,Completed,2025-11-15 06:40:38.530996,2025-11-27 06:40:38.530996,12,1,51,Lagos,Female,83.2,60.95,105.76,48.24,58.36,86.93,2024-06-23 06:40:38.399850,Abuja,13,4.74,Corporate
261,120,237,65,Shirt,Ankara,3.84,Pending,2025-11-06 06:40:38.531401,2025-11-12 06:40:38.531401,6,1,38,Ibadan,Female,103.69,76.3,92.47,41.98,53.74,78.56,2025-10-27 06:40:38.396941,Lagos,9,4.37,Womenswear
262,47,92,54,Agbada,Linen,2.02,In Progress,2025-11-07 06:40:38.531798,2025-11-17 06:40:38.531798,10,1,28,Kano,Female,93.76,70.21,80.66,50.57,51.61,65.78,2024-11-02 06:40:38.393936,Ibadan,7,3.97,Womenswear
263,7,14,54,Agbada,Wool,2.23,In Progress,2025-10-17 06:40:38.532258,2025-11-01 06:40:38.532258,15,0,48,Lagos,Male,111.23,99.98,98.46,37.8,63.29,90.21,2024-09-04 06:40:38.392459,Ibadan,7,3.97,Womenswear
264,238,465,100,Kaftan,Ankara,4.66,Completed,2025-11-29 06:40:38.532666,2025-12-05 06:40:38.532666,6,1,44,Lagos,Female,91.57,106.96,109.31,42.25,56.32,80.52,2024-10-18 06:40:38.401550,Lagos,10,3.74,Corporate
265,12,22,104,Suit,Cotton,2.88,In Progress,2026-01-11 06:40:38.533049,2026-01-26 06:40:38.533049,15,0,32,Ibadan,Male,100.3,81.67,88.26,54.94,69.75,73.63,2024-05-29 06:40:38.392652,Lagos,17,4.01,Bridal
266,107,211,89,Kaftan,Linen,3.35,Completed,2025-08-21 06:40:38.533522,2025-08-27 06:40:38.533522,6,1,26,Abuja,Male,117.26,91.95,112.67,48.28,61.84,70.52,2025-01-07 06:40:38.396429,Lagos,12,4.67,Corporate
267,236,463,84,Suit,Wool,4.82,Pending,2025-05-22 06:40:38.533910,2025-06-08 06:40:38.533910,17,0,31,Kano,Female,86.78,109.86,86.72,45.1,68.51,90.1,2025-10-24 06:40:38.401510,Port Harcourt,8,4.25,Menswear
268,184,356,94,Dress,Cotton,4.72,Completed,2025-04-24 06:40:38.534336,2025-05-08 06:40:38.534336,14,1,25,Ibadan,Female,89.51,106.68,120.08,41.57,54.48,72.73,2025-09-02 06:40:38.399361,Ibadan,5,3.52,Menswear
269,84,167,7,Dress,Wool,1.73,In Progress,2025-08-30 06:40:38.534758,2025-09-09 06:40:38.534758,10,1,30,Lagos,Male,116.98,109.68,117.2,49.6,53.68,72.84,2025-07-19 06:40:38.395518,Abuja,7,4.4,Menswear
270,295,587,87,Dress,Wool,3.89,Pending,2025-09-17 06:40:38.535148,2025-09-22 06:40:38.535148,5,1,45,Abuja,Male,92.23,92.53,126.51,46.76,66.0,87.05,2023-06-12 06:40:38.403900,Port Harcourt,11,4.7,Bridal
271,78,154,112,Shirt,Silk,3.01,Completed,2026-01-18 06:40:38.535595,2026-01-26 06:40:38.535595,8,1,44,Lagos,Male,95.07,94.61,91.3,54.06,56.46,73.77,2024-09-21 06:40:38.395271,Ibadan,15,4.82,Menswear
272,214,422,22,Suit,Linen,3.5,Completed,2025-05-31 06:40:38.536002,2025-06-15 06:40:38.536002,15,0,38,Ibadan,Male,89.37,93.1,86.11,42.82,67.09,67.7,2024-02-04 06:40:38.400667,Lagos,11,5.0,Kidswear
273,161,314,115,Suit,Cotton,4.92,Completed,2025-03-09 06:40:38.536403,2025-03-18 06:40:38.536403,9,1,46,Lagos,Male,109.06,88.35,126.49,46.31,59.53,94.46,2025-11-04 06:40:38.398399,Port Harcourt,19,3.91,Bridal
274,27,52,99,Shirt,Cotton,4.02,Pending,2025-12-04 06:40:38.536850,2025-12-19 06:40:38.536850,15,0,24,Kano,Female,89.72,63.61,114.87,38.89,69.11,72.4,2024-11-09 06:40:38.393192,Kano,5,3.55,Womenswear
275,131,258,106,Shirt,Cotton,1.15,Completed,2025-09-21 06:40:38.537337,2025-09-30 06:40:38.537337,9,1,37,Lagos,Male,96.08,103.37,102.13,40.35,52.21,78.25,2023-10-10 06:40:38.397354,Ibadan,14,4.95,Kidswear
276,86,170,10,Agbada,Cotton,3.83,Pending,2025-03-18 06:40:38.537803,2025-03-24 06:40:38.537803,6,1,45,Ibadan,Female,119.72,60.1,101.75,35.86,66.98,72.45,2025-09-20 06:40:38.395573,Kano,3,4.81,Womenswear
277,284,563,22,Agbada,Linen,4.13,Completed,2025-05-22 06:40:38.538201,2025-05-26 06:40:38.538201,4,1,41,Kano,Female,103.25,73.5,125.73,48.98,51.98,90.62,2025-04-04 06:40:38.403470,Lagos,11,5.0,Kidswear
278,59,114,56,Agbada,Cotton,4.99,In Progress,2025-02-14 06:40:38.538630,2025-02-26 06:40:38.538630,12,1,20,Abuja,Female,84.3,109.62,115.48,53.17,68.48,94.61,2025-03-07 06:40:38.394521,Abuja,8,3.83,Menswear
279,219,434,14,Suit,Silk,1.25,In Progress,2026-01-11 06:40:38.539120,2026-01-17 06:40:38.539120,6,1,49,Kano,Male,81.14,66.12,96.56,35.14,65.54,94.77,2024-02-22 06:40:38.400873,Kano,7,4.17,Corporate
280,216,427,83,Dress,Cotton,4.96,In Progress,2025-03-18 06:40:38.539533,2025-03-21 06:40:38.539533,3,1,39,Ibadan,Female,82.64,84.51,119.97,39.76,71.93,67.79,2025-09-19 06:40:38.400753,Lagos,14,4.68,Bridal
281,192,371,94,Kaftan,Wool,1.93,Pending,2025-07-17 06:40:38.539965,2025-08-03 06:40:38.539965,17,0,38,Lagos,Male,112.06,98.21,121.75,52.07,50.57,77.27,2025-07-20 06:40:38.399651,Ibadan,5,3.52,Menswear
282,155,305,75,Suit,Wool,4.54,Completed,2025-08-25 06:40:38.540356,2025-09-01 06:40:38.540356,7,1,36,Kano,Female,94.5,82.89,112.36,37.29,73.61,72.2,2024-08-29 06:40:38.398228,Lagos,6,4.61,Kidswear
283,86,170,104,Dress,Cotton,3.71,Completed,2025-09-18 06:40:38.540786,2025-09-27 06:40:38.540786,9,1,45,Ibadan,Female,119.72,60.1,101.75,35.86,66.98,72.45,2025-09-20 06:40:38.395573,Lagos,17,4.01,Bridal
284,120,237,44,Kaftan,Ankara,3.38,In Progress,2025-08-18 06:40:38.541211,2025-08-26 06:40:38.541211,8,1,38,Ibadan,Female,103.69,76.3,92.47,41.98,53.74,78.56,2025-10-27 06:40:38.396941,Port Harcourt,17,4.28,Womenswear
285,133,263,1,Dress,Linen,4.19,In Progress,2025-11-10 06:40:38.541640,2025-11-18 06:40:38.541640,8,1,26,Abuja,Female,83.81,75.37,91.15,35.41,53.22,93.75,2024-12-04 06:40:38.397442,Kano,16,4.34,Kidswear
286,188,366,31,Shirt,Ankara,1.86,Pending,2025-05-16 06:40:38.542095,2025-06-01 06:40:38.542095,16,0,28,Abuja,Female,103.93,103.75,124.18,51.17,59.99,71.97,2023-09-18 06:40:38.399551,Port Harcourt,15,3.75,Womenswear
287,140,277,114,Dress,Cotton,1.62,Pending,2025-05-11 06:40:38.542516,2025-05-31 06:40:38.542516,20,0,32,Lagos,Female,113.81,82.58,111.18,40.45,64.29,85.47,2025-10-26 06:40:38.397690,Lagos,14,4.81,Corporate
288,68,131,80,Kaftan,Wool,4.88,Pending,2025-08-13 06:40:38.542954,2025-09-01 06:40:38.542954,19,0,38,Port Harcourt,Female,111.54,83.93,121.2,41.83,64.88,74.43,2023-12-14 06:40:38.394842,Kano,16,3.56,Bridal
289,7,14,23,Shirt,Cotton,1.12,In Progress,2025-02-25 06:40:38.543360,2025-03-01 06:40:38.543360,4,1,48,Lagos,Male,111.23,99.98,98.46,37.8,63.29,90.21,2024-09-04 06:40:38.392459,Abuja,5,4.55,Kidswear
290,105,206,47,Dress,Ankara,2.76,Pending,2025-08-20 06:40:38.543771,2025-08-28 06:40:38.543771,8,1,47,Kano,Male,104.46,101.35,112.41,45.42,72.65,76.15,2024-09-14 06:40:38.396343,Abuja,1,4.73,Kidswear
291,109,214,65,Kaftan,Ankara,3.78,Completed,2025-04-19 06:40:38.544208,2025-04-29 06:40:38.544208,10,1,51,Lagos,Male,94.64,72.86,87.74,49.4,71.03,67.26,2025-08-15 06:40:38.396483,Lagos,9,4.37,Womenswear
292,106,207,17,Agbada,Linen,4.16,Completed,2025-08-28 06:40:38.544628,2025-09-03 06:40:38.544628,6,1,54,Lagos,Female,87.38,100.65,101.68,40.57,59.2,82.85,2023-08-27 06:40:38.396362,Port Harcourt,6,4.62,Kidswear
293,287,572,68,Shirt,Wool,4.93,Completed,2025-11-10 06:40:38.545048,2025-11-26 06:40:38.545048,16,0,22,Abuja,Female,91.37,77.19,118.71,42.94,50.68,89.88,2025-09-17 06:40:38.403627,Kano,2,4.59,Menswear
294,150,295,10,Shirt,Linen,2.59,In Progress,2025-09-11 06:40:38.545490,2025-09-25 06:40:38.545490,14,1,58,Abuja,Female,105.92,67.39,90.57,38.03,71.4,70.08,2023-06-17 06:40:38.398018,Kano,3,4.81,Womenswear
295,32,63,61,Kaftan,Wool,1.53,In Progress,2025-07-02 06:40:38.545910,2025-07-06 06:40:38.545910,4,1,46,Lagos,Female,111.58,76.33,124.78,35.44,61.83,90.13,2025-03-24 06:40:38.393385,Lagos,1,4.67,Menswear
296,68,131,5,Agbada,Silk,1.47,Pending,2025-09-13 06:40:38.546350,2025-09-29 06:40:38.546350,16,0,38,Port Harcourt,Female,111.54,83.93,121.2,41.83,64.88,74.43,2023-12-14 06:40:38.394842,Lagos,17,3.83,Menswear
297,145,287,18,Shirt,Ankara,3.06,In Progress,2025-12-07 06:40:38.546750,2025-12-13 06:40:38.546750,6,1,36,Port Harcourt,Female,110.2,101.05,104.5,42.57,59.55,69.08,2023-07-15 06:40:38.397866,Port Harcourt,10,4.22,Kidswear
298,172,331,33,Agbada,Silk,2.95,In Progress,2026-01-20 06:40:38.547175,2026-02-02 06:40:38.547175,13,1,59,Abuja,Male,98.49,89.46,105.52,54.67,53.66,68.5,2024-09-10 06:40:38.398708,Ibadan,10,4.15,Menswear
299,134,264,106,Agbada,Linen,3.6,Pending,2026-02-12 06:40:38.547605,2026-03-03 06:40:38.547605,19,0,30,Abuja,Male,113.13,99.68,111.96,48.21,73.91,79.0,2025-06-12 06:40:38.397461,Ibadan,14,4.95,Kidswear
300,65,125,7,Agbada,Linen,2.6,Completed,2025-12-02 06:40:38.548026,2025-12-21 06:40:38.548026,19,0,43,Lagos,Male,94.58,72.83,119.49,52.03,62.2,92.76,2024-06-22 06:40:38.394729,Abuja,7,4.4,Menswear
301,20,38,20,Shirt,Wool,4.1,Pending,2025-12-13 06:40:38.548437,2025-12-28 06:40:38.548437,15,0,36,Kano,Female,108.8,91.65,109.2,50.75,64.79,65.58,2023-10-12 06:40:38.392937,Kano,5,4.78,Bridal
302,75,147,17,Dress,Wool,1.42,In Progress,2025-09-01 06:40:38.548838,2025-09-07 06:40:38.548838,6,1,34,Kano,Male,116.84,99.7,126.91,54.25,59.88,78.92,2023-11-09 06:40:38.395130,Port Harcourt,6,4.62,Kidswear
303,107,211,57,Dress,Silk,1.24,Pending,2025-04-24 06:40:38.549279,2025-05-09 06:40:38.549279,15,0,26,Abuja,Male,117.26,91.95,112.67,48.28,61.84,70.52,2025-01-07 06:40:38.396429,Kano,12,3.89,Kidswear
304,37,70,1,Kaftan,Wool,1.95,In Progress,2025-04-28 06:40:38.549721,2025-05-19 06:40:38.549721,21,0,45,Ibadan,Female,119.59,109.85,127.26,54.35,53.09,89.21,2025-03-02 06:40:38.393519,Kano,16,4.34,Kidswear
305,122,239,83,Suit,Linen,2.63,In Progress,2025-09-26 06:40:38.550157,2025-10-08 06:40:38.550157,12,1,41,Abuja,Female,91.66,91.34,98.15,46.44,59.08,84.87,2024-10-22 06:40:38.396983,Lagos,14,4.68,Bridal
306,211,416,113,Shirt,Wool,4.55,Completed,2025-05-07 06:40:38.550558,2025-05-12 06:40:38.550558,5,1,48,Port Harcourt,Female,96.18,98.6,97.64,46.25,50.5,67.67,2024-04-04 06:40:38.400560,Abuja,18,4.05,Womenswear
307,54,105,63,Shirt,Wool,2.52,Pending,2026-01-25 06:40:38.550973,2026-02-14 06:40:38.550973,20,0,41,Port Harcourt,Male,88.8,96.22,108.58,35.23,62.63,78.91,2024-11-24 06:40:38.394328,Ibadan,10,3.6,Corporate
308,102,202,86,Shirt,Cotton,4.07,Completed,2025-07-20 06:40:38.551388,2025-08-06 06:40:38.551388,17,0,50,Kano,Female,91.0,92.74,115.65,47.58,62.73,76.11,2024-12-08 06:40:38.396269,Kano,2,4.89,Womenswear
309,221,436,21,Dress,Cotton,1.7,Completed,2025-12-31 06:40:38.551825,2026-01-15 06:40:38.551825,15,0,59,Ibadan,Male,112.92,100.0,84.94,42.49,69.93,94.3,2024-08-03 06:40:38.400938,Lagos,18,4.11,Corporate
310,186,359,48,Agbada,Ankara,1.29,Completed,2025-08-18 06:40:38.552446,2025-08-22 06:40:38.552446,4,1,41,Lagos,Female,92.46,91.32,81.36,49.15,74.33,65.92,2024-12-22 06:40:38.399417,Abuja,15,4.01,Kidswear
311,218,433,47,Shirt,Wool,1.06,Completed,2025-08-05 06:40:38.552984,2025-08-17 06:40:38.552984,12,1,57,Kano,Female,116.42,82.98,85.6,38.14,65.11,86.93,2024-03-13 06:40:38.400853,Abuja,1,4.73,Kidswear
312,125,246,45,Dress,Silk,3.46,Completed,2025-02-28 06:40:38.553427,2025-03-06 06:40:38.553427,6,1,48,Port Harcourt,Female,90.46,98.91,117.14,42.21,55.21,76.25,2023-08-27 06:40:38.397105,Lagos,12,4.86,Womenswear
313,186,360,14,Shirt,Ankara,1.53,Completed,2025-05-10 06:40:38.553823,2025-05-25 06:40:38.553823,15,0,41,Lagos,Female,86.22,105.37,111.63,38.36,56.64,90.48,2024-03-25 06:40:38.399434,Kano,7,4.17,Corporate
314,199,389,118,Suit,Linen,1.6,Completed,2026-01-01 06:40:38.554235,2026-01-09 06:40:38.554235,8,1,21,Ibadan,Male,103.95,90.72,84.99,51.91,58.18,80.87,2025-10-05 06:40:38.399988,Port Harcourt,10,4.16,Menswear
315,161,314,14,Kaftan,Linen,3.56,Completed,2025-11-04 06:40:38.554623,2025-11-12 06:40:38.554623,8,1,46,Lagos,Male,109.06,88.35,126.49,46.31,59.53,94.46,2025-11-04 06:40:38.398399,Kano,7,4.17,Corporate
316,139,276,51,Kaftan,Linen,3.05,In Progress,2025-08-16 06:40:38.555002,2025-08-28 06:40:38.555002,12,1,40,Kano,Male,84.38,71.0,103.87,40.74,52.2,66.3,2025-10-17 06:40:38.397669,Abuja,9,4.94,Corporate
317,123,242,63,Kaftan,Wool,4.78,Pending,2025-04-21 06:40:38.555383,2025-04-30 06:40:38.555383,9,1,53,Ibadan,Female,116.84,91.87,108.83,35.46,52.69,73.27,2025-09-08 06:40:38.397033,Ibadan,10,3.6,Corporate
318,39,75,17,Shirt,Linen,2.55,In Progress,2025-07-17 06:40:38.555762,2025-07-20 06:40:38.555762,3,1,34,Kano,Female,95.67,66.85,99.23,38.53,70.47,88.59,2024-06-21 06:40:38.393606,Port Harcourt,6,4.62,Kidswear
319,171,329,24,Dress,Silk,3.13,Pending,2025-12-02 06:40:38.556144,2025-12-14 06:40:38.556144,12,1,47,Port Harcourt,Male,89.01,108.96,96.35,51.89,67.78,78.43,2025-10-19 06:40:38.398669,Abuja,3,3.97,Corporate
320,253,503,65,Dress,Wool,2.37,In Progress,2025-02-24 06:40:38.556525,2025-02-27 06:40:38.556525,3,1,57,Ibadan,Male,103.36,93.56,122.69,44.0,68.3,82.64,2025-01-26 06:40:38.402295,Lagos,9,4.37,Womenswear
321,189,367,101,Kaftan,Linen,2.94,Completed,2025-04-04 06:40:38.556906,2025-04-24 06:40:38.556906,20,0,53,Port Harcourt,Male,101.69,80.23,117.22,45.36,71.75,67.04,2024-02-04 06:40:38.399570,Ibadan,15,4.88,Womenswear
322,177,344,66,Dress,Linen,1.53,Completed,2025-12-09 06:40:38.557323,2025-12-28 06:40:38.557323,19,0,52,Ibadan,Male,87.71,82.71,125.07,39.85,67.31,79.68,2025-08-23 06:40:38.398931,Ibadan,12,4.39,Kidswear
323,282,559,71,Dress,Ankara,4.27,In Progress,2025-11-13 06:40:38.557725,2025-11-20 06:40:38.557725,7,1,33,Kano,Female,116.59,64.99,94.15,43.97,71.08,91.62,2023-08-09 06:40:38.403381,Kano,9,3.75,Womenswear
324,130,256,41,Shirt,Wool,1.81,Pending,2025-02-18 06:40:38.558105,2025-03-11 06:40:38.558105,21,0,35,Port Harcourt,Male,116.08,66.94,112.24,43.76,66.35,91.81,2023-09-17 06:40:38.397316,Port Harcourt,17,4.84,Menswear
325,262,522,87,Agbada,Silk,2.47,Pending,2025-08-08 06:40:38.558483,2025-08-20 06:40:38.558483,12,1,50,Kano,Female,118.7,80.15,96.93,37.15,52.6,85.58,2023-11-20 06:40:38.402652,Port Harcourt,11,4.7,Bridal
326,247,487,95,Kaftan,Cotton,3.77,Pending,2025-09-15 06:40:38.558861,2025-10-06 06:40:38.558861,21,0,41,Abuja,Male,119.09,67.09,125.6,46.24,54.44,86.97,2025-02-05 06:40:38.401964,Abuja,1,4.24,Bridal
327,101,199,35,Agbada,Silk,2.7,Pending,2025-02-25 06:40:38.559266,2025-03-14 06:40:38.559266,17,0,23,Ibadan,Female,113.45,63.69,87.5,35.8,52.92,75.22,2025-10-21 06:40:38.396209,Abuja,12,3.51,Bridal
328,100,197,104,Suit,Linen,3.69,In Progress,2025-12-10 06:40:38.559648,2025-12-30 06:40:38.559648,20,0,21,Abuja,Female,85.19,104.83,88.35,36.4,67.2,69.54,2025-08-07 06:40:38.396174,Lagos,17,4.01,Bridal
329,96,189,4,Dress,Silk,2.74,Pending,2025-08-05 06:40:38.560029,2025-08-11 06:40:38.560029,6,1,37,Port Harcourt,Female,112.04,82.2,99.32,53.24,58.64,77.15,2024-05-28 06:40:38.396033,Kano,12,4.84,Corporate
330,207,407,25,Suit,Ankara,2.49,Pending,2025-05-03 06:40:38.560407,2025-05-22 06:40:38.560407,19,0,19,Lagos,Male,99.05,60.18,92.42,36.96,58.96,77.02,2025-02-24 06:40:38.400396,Abuja,16,4.54,Kidswear
331,154,303,18,Dress,Linen,1.4,Completed,2025-09-16 06:40:38.560787,2025-09-21 06:40:38.560787,5,1,41,Ibadan,Female,86.37,62.83,93.99,35.17,66.26,73.03,2024-06-13 06:40:38.398193,Port Harcourt,10,4.22,Kidswear
332,104,205,66,Agbada,Wool,4.21,Pending,2025-12-20 06:40:38.561198,2026-01-08 06:40:38.561198,19,0,42,Kano,Female,97.8,79.25,90.07,49.61,71.17,69.81,2023-10-11 06:40:38.396324,Ibadan,12,4.39,Kidswear
333,14,26,25,Shirt,Cotton,3.99,Completed,2025-03-26 06:40:38.561606,2025-04-07 06:40:38.561606,12,1,18,Ibadan,Male,80.07,86.5,102.5,35.66,68.65,77.08,2024-10-07 06:40:38.392722,Abuja,16,4.54,Kidswear
334,74,145,26,Agbada,Linen,3.6,Pending,2025-07-02 06:40:38.561992,2025-07-21 06:40:38.561992,19,0,41,Kano,Male,92.76,63.48,93.15,35.51,72.09,67.82,2024-04-11 06:40:38.395092,Lagos,3,4.44,Kidswear
335,160,313,58,Agbada,Linen,4.4,In Progress,2025-09-29 06:40:38.562377,2025-10-13 06:40:38.562377,14,1,53,Ibadan,Male,105.56,105.29,124.94,39.85,65.8,74.52,2024-08-27 06:40:38.398380,Ibadan,12,4.98,Menswear
336,116,227,30,Suit,Ankara,3.25,Pending,2025-11-07 06:40:38.562761,2025-11-14 06:40:38.562761,7,1,56,Lagos,Female,96.06,78.37,110.53,43.61,70.22,78.61,2025-04-20 06:40:38.396714,Lagos,3,4.7,Kidswear
337,200,392,35,Kaftan,Cotton,4.25,In Progress,2026-01-24 06:40:38.563162,2026-02-14 06:40:38.563162,21,0,47,Port Harcourt,Female,80.39,103.69,93.83,52.26,67.27,76.96,2025-08-06 06:40:38.400039,Abuja,12,3.51,Bridal
338,173,333,74,Kaftan,Linen,2.56,Completed,2025-02-19 06:40:38.563551,2025-03-05 06:40:38.563551,14,1,19,Kano,Male,88.65,105.75,126.48,40.46,55.19,79.35,2023-06-22 06:40:38.398743,Kano,14,4.51,Womenswear
339,239,468,95,Shirt,Linen,1.75,Pending,2025-06-29 06:40:38.563935,2025-07-02 06:40:38.563935,3,1,27,Ibadan,Male,119.21,79.91,89.7,46.26,51.21,75.91,2023-07-17 06:40:38.401600,Abuja,1,4.24,Bridal
340,164,319,46,Dress,Silk,3.37,Completed,2026-01-18 06:40:38.564320,2026-01-27 06:40:38.564320,9,1,54,Port Harcourt,Female,109.87,91.18,100.36,49.84,62.01,84.65,2024-07-31 06:40:38.398488,Lagos,5,4.12,Womenswear
341,41,78,12,Shirt,Ankara,2.78,Pending,2025-08-30 06:40:38.564702,2025-09-07 06:40:38.564702,8,1,51,Ibadan,Female,80.62,94.01,87.46,53.84,70.34,70.51,2023-09-05 06:40:38.393688,Port Harcourt,7,4.36,Womenswear
342,90,176,80,Shirt,Linen,2.2,Pending,2025-06-04 06:40:38.565100,2025-06-12 06:40:38.565100,8,1,43,Port Harcourt,Female,103.31,91.36,82.99,39.56,53.58,74.82,2024-03-01 06:40:38.395725,Kano,16,3.56,Bridal
343,15,29,94,Shirt,Silk,4.46,In Progress,2025-09-16 06:40:38.565530,2025-10-02 06:40:38.565530,16,0,21,Lagos,Female,88.12,100.23,120.4,36.28,74.15,83.03,2024-02-02 06:40:38.392773,Ibadan,5,3.52,Menswear
344,190,369,19,Kaftan,Ankara,1.55,Pending,2025-06-14 06:40:38.565915,2025-06-22 06:40:38.565915,8,1,29,Abuja,Female,80.67,76.37,94.09,40.69,52.16,76.39,2025-09-28 06:40:38.399613,Port Harcourt,19,4.71,Bridal
345,218,433,90,Dress,Cotton,3.59,Pending,2025-08-10 06:40:38.566295,2025-08-31 06:40:38.566295,21,0,57,Kano,Female,116.42,82.98,85.6,38.14,65.11,86.93,2024-03-13 06:40:38.400853,Kano,15,3.97,Womenswear
346,69,132,64,Shirt,Wool,3.15,In Progress,2025-05-19 06:40:38.566684,2025-06-03 06:40:38.566684,15,0,47,Ibadan,Male,116.18,100.09,101.35,37.81,68.22,93.57,2023-06-30 06:40:38.394860,Abuja,16,4.9,Corporate
347,68,131,80,Agbada,Linen,4.04,Pending,2025-09-20 06:40:38.567068,2025-09-26 06:40:38.567068,6,1,38,Port Harcourt,Female,111.54,83.93,121.2,41.83,64.88,74.43,2023-12-14 06:40:38.394842,Kano,16,3.56,Bridal
348,87,172,74,Suit,Cotton,2.06,In Progress,2025-06-22 06:40:38.567448,2025-06-26 06:40:38.567448,4,1,26,Port Harcourt,Female,119.95,108.24,105.55,46.22,56.34,73.07,2025-07-13 06:40:38.395608,Kano,14,4.51,Womenswear
349,10,17,74,Dress,Silk,2.04,Completed,2025-02-14 06:40:38.567826,2025-02-28 06:40:38.567826,14,1,48,Ibadan,Male,114.01,84.43,125.18,36.02,57.41,90.82,2025-03-05 06:40:38.392532,Kano,14,4.51,Womenswear
350,245,482,52,Agbada,Linen,1.12,Completed,2025-10-06 06:40:38.568201,2025-10-16 06:40:38.568201,10,1,24,Ibadan,Female,90.59,87.34,118.8,41.39,57.87,91.64,2023-12-06 06:40:38.401862,Ibadan,3,4.37,Kidswear
